#{"t_start": 1762632990.989535, "env_id": "None"}
r,l,t
-200.0,1,608.372704
-200.0,1,608.406747
32.2,79,609.519951
-200.0,1,609.553121
-200.0,1,609.586111
-200.0,1,609.616232
602.0,183,612.140892
-200.0,1,612.18726
-200.0,1,612.217884
-200.0,1,612.247894
-200.0,1,612.277923
1011.95,182,614.788692
-200.0,1,614.822641
-200.0,1,614.857023
-200.0,1,614.891688
-200.0,1,614.923215
-200.0,1,614.957921
1264.4,203,617.76127
-200.0,1,617.794302
-200.0,1,617.826642
-200.0,1,617.859919
309.35,68,618.810831
-200.0,1,618.843157
-200.0,1,618.874914
-200.0,1,618.905954
325.0,109,620.407075
-200.0,1,620.439834
-200.0,1,620.477728
-200.0,1,620.507591
4.65,82,621.636694
-200.0,1,621.670673
-200.0,1,621.70226
-200.0,1,621.733256
-169.4,13,621.921453
-200.0,1,621.956433
-200.0,1,621.99033
-200.0,1,622.025384
-200.0,1,622.057206
-200.0,1,622.08906
3915.15,606,630.895755
-200.0,1,630.927564
-200.0,1,630.959068
-200.0,1,630.989831
-195.75,6,631.085519
501.1,85,632.273021
-200.0,1,632.307149
-200.0,1,632.341522
-200.0,1,632.373347
1370.85,266,636.05426
-200.0,1,636.086796
-200.0,1,636.118082
-200.0,1,636.149756
709.25,184,638.701885
-200.0,1,638.732905
-200.0,1,638.76333
-200.0,1,638.792202
25.85,50,639.495767
-200.0,1,639.527422
-200.0,1,639.557132
-200.0,1,639.58911
1494.5,223,642.655191
-200.0,1,642.689029
-200.0,1,642.719735
-200.0,1,642.749434
550.75,120,644.408923
-200.0,1,644.440976
-200.0,1,644.473179
-200.0,1,644.506824
-200.0,1,644.540122
1946.75,272,648.27682
-200.0,1,648.310532
-200.0,1,648.342776
-200.0,1,648.37264
140.45,112,649.92629
-200.0,1,649.958548
-200.0,1,649.993575
-200.0,1,650.025696
369.95,92,651.298865
-200.0,1,651.332388
-200.0,1,651.364509
-200.0,1,651.396152
-200.0,1,651.428786
2408.8,391,657.276361
-200.0,1,657.308072
-200.0,1,657.339814
-200.0,1,657.374299
-134.45,28,657.78772
-200.0,1,657.824185
-200.0,1,657.856889
-200.0,1,657.890335
-200.0,1,657.922438
379.95,112,659.486559
-200.0,1,659.520447
-200.0,1,659.554441
-200.0,1,659.587001
2825.05,426,665.458567
-200.0,1,665.490654
-200.0,1,665.522825
-200.0,1,665.556988
384.3,71,666.543747
-200.0,1,666.576985
-200.0,1,666.608579
-200.0,1,666.640604
415.95,140,668.571841
-200.0,1,668.605588
-200.0,1,668.640574
-200.0,1,668.675115
656.85,174,671.067595
-200.0,1,671.098055
-200.0,1,671.131014
-200.0,1,671.160519
1648.7,341,675.87546
-200.0,1,675.917763
-200.0,1,675.948333
-200.0,1,675.978251
-200.0,1,676.005851
-200.0,1,676.034642
-200.0,1,676.064229
161.2,69,677.024923
-200.0,1,677.055578
-200.0,1,677.090819
-200.0,1,677.12424
1285.85,242,680.445704
-200.0,1,680.476833
-200.0,1,680.508642
-200.0,1,680.53636
-79.15,30,681.419606
-200.0,1,681.449311
-200.0,1,681.479342
-200.0,1,681.508609
-200.0,1,681.539652
-200.0,1,681.572184
1076.75,178,684.016403
-200.0,1,684.046535
-200.0,1,684.077785
-200.0,1,684.107388
571.05,136,685.975816
-200.0,1,686.008334
-200.0,1,686.039295
-200.0,1,686.070547
1125.85,210,688.987806
-200.0,1,689.021865
-200.0,1,689.05705
-200.0,1,689.089651
-200.0,1,689.120888
-200.0,1,689.154766
-200.0,1,689.189753
1444.85,244,692.553605
-200.0,1,692.593174
-200.0,1,692.622606
-200.0,1,692.653397
-201.55,2,692.694589
874.35,242,696.021442
-200.0,1,696.051688
-200.0,1,696.083545
-200.0,1,696.113812
855.2,145,698.121735
-200.0,1,698.155055
-200.0,1,698.191651
-200.0,1,698.225978
-200.0,1,698.25619
255.1,127,700.024917
-200.0,1,700.060139
-200.0,1,700.092684
-200.0,1,700.123835
2348.9,413,705.831338
-200.0,1,705.86359
-200.0,1,705.895696
-200.0,1,705.927026
-200.0,1,705.958477
619.25,164,708.258451
-200.0,1,708.292089
-200.0,1,708.325805
-200.0,1,708.359256
1227.65,226,711.920031
-200.0,1,711.953189
-200.0,1,711.986599
-200.0,1,712.018537
361.95,96,713.359404
-200.0,1,713.392487
-200.0,1,713.424882
-200.0,1,713.456562
-200.0,1,713.488132
636.6,147,715.520693
-200.0,1,715.550668
-200.0,1,715.579456
-200.0,1,715.609481
974.4,179,718.089957
-200.0,1,718.124305
-200.0,1,718.156238
-200.0,1,718.185916
908.4,127,719.962323
-200.0,1,719.998865
-200.0,1,720.029378
-200.0,1,720.060322
405.15,112,721.588365
-200.0,1,721.622947
-200.0,1,721.657204
-200.0,1,721.692516
-200.0,1,721.722391
-200.0,1,721.75639
-200.0,1,721.788202
-185.6,5,721.868818
-200.0,1,721.899628
-200.0,1,721.929432
-200.0,1,721.959469
-192.65,4,722.027782
-200.0,1,722.058272
452.1,115,723.650342
-200.0,1,723.682491
-200.0,1,723.714208
-200.0,1,723.745811
-200.0,1,723.776074
412.0,65,724.672823
-200.0,1,724.70646
-200.0,1,724.740648
-200.0,1,724.773228
-207.1,7,724.884895
-200.0,1,724.917791
-200.0,1,724.947782
-200.0,1,724.978771
597.2,83,726.120162
-200.0,1,726.154706
-200.0,1,726.190646
-200.0,1,726.229476
-200.0,1,726.260269
-200.0,1,726.290478
-200.0,1,726.319457
263.6,95,727.638211
-200.0,1,727.670676
-200.0,1,727.706812
-200.0,1,727.739647
-200.0,1,727.773072
-200.0,1,727.804734
-200.0,1,727.835162
217.7,85,729.023057
-200.0,1,729.057834
-200.0,1,729.08825
-200.0,1,729.119494
-201.55,2,729.163507
-200.0,1,729.192753
-200.0,1,729.224011
898.5,235,732.473065
-200.0,1,732.507169
-200.0,1,732.541834
-200.0,1,732.572357
3452.5,837,744.527452
-200.0,1,744.560889
-200.0,1,744.591896
-200.0,1,744.621676
1506.25,252,748.092152
-200.0,1,748.125571
-200.0,1,748.155887
-200.0,1,748.187265
1681.65,230,751.352442
-200.0,1,751.388226
-200.0,1,751.422562
-200.0,1,751.454685
-200.0,1,751.485216
-200.0,1,751.51609
520.45,166,753.813608
-200.0,1,753.846153
-200.0,1,753.879714
-200.0,1,753.910319
1697.05,238,757.189936
-200.0,1,757.222409
-200.0,1,757.256077
-200.0,1,757.292304
-200.0,1,757.325625
-101.45,52,758.054516
-200.0,1,758.089528
-200.0,1,758.126593
-200.0,1,758.157546
1191.2,517,765.244043
-200.0,1,765.278499
-200.0,1,765.310568
-200.0,1,765.340886
910.85,224,768.413988
-200.0,1,768.446943
-200.0,1,768.47947
-200.0,1,768.509663
-181.85,10,768.662727
-200.0,1,768.695105
-200.0,1,768.727731
-200.0,1,768.758951
243.4,93,770.488722
-200.0,1,770.521556
-200.0,1,770.555397
-200.0,1,770.588938
557.65,126,772.328836
-200.0,1,772.36395
-200.0,1,772.395652
-200.0,1,772.424988
1846.3,325,776.919886
-200.0,1,776.953624
-200.0,1,776.987991
-200.0,1,777.021895
655.0,151,779.110788
-200.0,1,779.145383
-200.0,1,779.176003
-200.0,1,779.204464
727.1,143,781.171371
-200.0,1,781.202677
-200.0,1,781.232574
-200.0,1,781.262843
377.75,64,782.152703
-200.0,1,782.183567
-200.0,1,782.214646
-200.0,1,782.242019
1482.45,274,786.027004
-200.0,1,786.058744
-200.0,1,786.091485
-200.0,1,786.12394
1228.6,241,789.461191
-200.0,1,789.494158
-200.0,1,789.527516
-200.0,1,789.556986
91.5,83,790.689645
-200.0,1,790.725166
-200.0,1,790.758513
-200.0,1,790.791143
1009.05,172,793.173923
-200.0,1,793.207017
-200.0,1,793.242635
-200.0,1,793.275322
-200.0,1,793.306402
234.45,88,794.526822
-200.0,1,794.559827
-200.0,1,794.589893
-200.0,1,794.62049
1803.9,425,800.921031
-200.0,1,800.957505
-200.0,1,800.989313
-200.0,1,801.019984
-200.0,1,801.050593
291.15,116,802.670114
-200.0,1,802.702739
-200.0,1,802.738577
-200.0,1,802.771704
2132.65,238,806.070229
-200.0,1,806.099089
-200.0,1,806.126289
-200.0,1,806.155947
-200.0,1,806.185118
1081.35,346,810.959988
-200.0,1,810.992549
-200.0,1,811.022453
-200.0,1,811.053497
186.45,60,811.901564
-200.0,1,811.932574
-200.0,1,811.965244
-200.0,1,811.995423
755.95,208,814.880657
-200.0,1,814.916834
-200.0,1,814.947688
-200.0,1,814.976935
338.9,115,816.552589
-200.0,1,816.585875
-200.0,1,816.618975
-200.0,1,816.649576
893.1,189,819.280803
-200.0,1,819.312833
-200.0,1,819.342923
-200.0,1,819.374606
580.45,164,821.636052
-200.0,1,821.669972
-200.0,1,821.705074
-200.0,1,821.737599
378.6,65,822.65539
-200.0,1,822.68867
-200.0,1,822.722437
-200.0,1,822.755418
907.65,176,825.171474
-200.0,1,825.202364
-200.0,1,825.23572
-200.0,1,825.269448
-59.4,29,825.669956
-200.0,1,825.701208
-200.0,1,825.732219
-200.0,1,825.76296
1405.65,300,830.370566
-200.0,1,830.406523
-200.0,1,830.440908
-200.0,1,830.471152
-200.0,1,830.500677
-190.55,4,830.567418
2654.7,411,836.220208
-200.0,1,836.252621
-200.0,1,836.28546
-200.0,1,836.317775
-103.05,62,837.181571
-200.0,1,837.214374
-200.0,1,837.248626
-200.0,1,837.280181
934.2,185,839.845693
-200.0,1,839.877725
-200.0,1,839.909318
-200.0,1,839.941316
831.7,131,841.74312
-200.0,1,841.783005
-200.0,1,841.814271
-200.0,1,841.844007
-200.0,1,841.872336
294.15,90,843.11952
-200.0,1,843.151661
-200.0,1,843.184629
-200.0,1,843.216119
-156.85,8,843.338716
-200.0,1,843.372577
-200.0,1,843.40543
-200.0,1,843.439624
178.35,160,845.647574
-200.0,1,845.67768
-200.0,1,845.709691
-200.0,1,845.740615
-200.0,1,845.771285
440.1,131,847.596233
-200.0,1,847.627477
-200.0,1,847.659141
-200.0,1,847.691129
-200.0,1,847.724502
-200.0,1,847.75604
555.9,143,849.743481
-200.0,1,849.778712
-200.0,1,849.808189
-200.0,1,849.835713
1943.65,284,853.739594
-200.0,1,853.772333
-200.0,1,853.805623
-200.0,1,853.838496
-200.0,1,853.871612
625.75,190,856.489666
-200.0,1,856.522318
-200.0,1,856.556071
-200.0,1,856.589061
197.7,125,858.7722
-200.0,1,858.807907
-200.0,1,858.838753
-200.0,1,858.866538
-185.2,5,858.945256
-200.0,1,858.975558
-200.0,1,859.006536
-200.0,1,859.03751
-200.0,1,859.071378
675.25,142,861.021536
-200.0,1,861.054447
-200.0,1,861.089107
-200.0,1,861.119242
585.25,232,864.328248
-200.0,1,864.360182
-200.0,1,864.39066
-200.0,1,864.4217
-200.0,1,864.454131
1555.6,203,867.269393
-200.0,1,867.30272
-200.0,1,867.33705
-200.0,1,867.366062
-200.75,8,867.483431
-200.0,1,867.514974
-200.0,1,867.54543
-200.0,1,867.577995
293.9,53,868.325705
-200.0,1,868.35844
-200.0,1,868.390491
-200.0,1,868.4231
1120.2,231,871.594121
-200.0,1,871.6256
-200.0,1,871.656013
-200.0,1,871.686437
-4.85,44,872.315229
-200.0,1,872.3491
-200.0,1,872.37875
-200.0,1,872.409576
-101.75,30,872.8417
-200.0,1,872.873464
-200.0,1,872.907253
-200.0,1,872.93951
-200.0,1,872.972002
511.05,114,874.563771
-200.0,1,874.594393
-200.0,1,874.630218
-200.0,1,874.662045
-200.0,1,874.690944
-200.0,1,874.720763
981.6,207,877.563974
-200.0,1,877.595272
-200.0,1,877.627602
-200.0,1,877.657815
614.15,154,879.79089
-200.0,1,879.823741
-200.0,1,879.855178
-200.0,1,879.885995
-203.6,9,880.023314
-200.0,1,880.055764
-200.0,1,880.090471
-200.0,1,880.124689
-200.0,1,880.155577
129.15,74,881.185283
-200.0,1,881.215369
-200.0,1,881.246941
-200.0,1,881.277481
936.0,185,883.835757
-200.0,1,883.866121
-200.0,1,883.898033
-200.0,1,883.928876
1979.95,338,889.014584
-200.0,1,889.048041
-200.0,1,889.079229
-200.0,1,889.107984
255.5,57,889.89954
-200.0,1,889.931221
-200.0,1,889.96231
-200.0,1,889.992857
995.75,170,892.324957
-200.0,1,892.358075
-200.0,1,892.389844
-200.0,1,892.424341
-200.0,1,892.456113
-200.0,1,892.487631
1174.45,134,894.339516
-200.0,1,894.374157
-200.0,1,894.40928
-200.0,1,894.44129
-200.0,1,894.472052
-200.0,1,894.506442
23.9,99,895.871048
-200.0,1,895.906507
-200.0,1,895.940199
-200.0,1,895.97043
640.1,183,898.517806
-200.0,1,898.549478
-200.0,1,898.580057
-200.0,1,898.611042
638.75,274,902.39491
-200.0,1,902.428033
-200.0,1,902.459439
-200.0,1,902.490494
2541.15,636,911.260196
-200.0,1,911.293444
-200.0,1,911.326981
-200.0,1,911.354709
815.8,183,913.879602
-200.0,1,913.9116
-200.0,1,913.943851
-200.0,1,913.975205
1394.85,212,917.357077
-200.0,1,917.388035
-200.0,1,917.418873
-200.0,1,917.450057
836.3,125,919.184728
-200.0,1,919.21844
-200.0,1,919.254885
-200.0,1,919.289203
-200.0,1,919.321111
977.95,246,922.720788
-200.0,1,922.751546
-200.0,1,922.78428
-200.0,1,922.814674
510.55,162,925.060986
-200.0,1,925.093677
-200.0,1,925.126253
-200.0,1,925.157112
259.7,95,926.45747
-200.0,1,926.49185
-200.0,1,926.523962
-200.0,1,926.55512
598.1,175,928.983668
-200.0,1,929.017348
-200.0,1,929.050099
-200.0,1,929.082403
136.05,58,929.90308
-200.0,1,929.93744
-200.0,1,929.973963
-200.0,1,930.00435
-200.0,1,930.0375
427.5,135,931.90292
-200.0,1,931.938145
-200.0,1,931.968366
-200.0,1,931.99828
485.35,90,933.261054
-200.0,1,933.294083
-200.0,1,933.326441
-200.0,1,933.358758
160.75,48,934.037808
-200.0,1,934.072816
-200.0,1,934.106743
-200.0,1,934.139162
696.6,117,935.744905
-200.0,1,935.78176
-200.0,1,935.814079
-200.0,1,935.843679
-23.7,39,936.385172
-200.0,1,936.416367
-200.0,1,936.448095
-200.0,1,936.479166
198.85,64,937.377761
-200.0,1,937.409543
-200.0,1,937.440938
-200.0,1,937.471325
2101.25,504,944.417899
-200.0,1,944.451116
-200.0,1,944.485424
-200.0,1,944.517639
1476.7,243,948.313296
-200.0,1,948.346203
-200.0,1,948.378836
-200.0,1,948.408746
722.35,146,950.465948
-200.0,1,950.498657
-200.0,1,950.529594
-200.0,1,950.559282
169.05,162,952.80421
-200.0,1,952.838472
-200.0,1,952.872046
-200.0,1,952.904472
-200.0,1,952.939777
-200.0,1,952.972093
-175.75,6,953.072197
735.5,187,955.626791
-200.0,1,955.657695
-200.0,1,955.688718
-200.0,1,955.720449
758.6,141,957.688526
-200.0,1,957.722086
-200.0,1,957.755233
-200.0,1,957.785587
806.65,160,959.916795
-200.0,1,959.948869
-200.0,1,959.978294
-200.0,1,960.009113
7612.5,1151,976.253341
-200.0,1,976.286899
-200.0,1,976.315346
-200.0,1,976.344102
716.7,97,977.731612
-200.0,1,977.761796
-200.0,1,977.795246
-200.0,1,977.826332
92.7,59,978.658258
-200.0,1,978.691598
-200.0,1,978.721114
-200.0,1,978.752571
1609.15,306,982.971102
-200.0,1,983.00414
-200.0,1,983.038171
-200.0,1,983.071882
653.05,114,984.662007
-200.0,1,984.694599
-200.0,1,984.725566
-200.0,1,984.754831
-138.5,41,985.326678
-200.0,1,985.359265
-200.0,1,985.392158
-200.0,1,985.423923
189.7,93,986.693048
-200.0,1,986.725471
-200.0,1,986.756777
-200.0,1,986.787157
48.0,99,988.167978
-200.0,1,988.204799
-200.0,1,988.238145
-200.0,1,988.269265
1282.95,238,991.539897
-200.0,1,991.574242
-200.0,1,991.606744
-200.0,1,991.639767
-200.0,1,991.670198
506.5,79,992.774929
-200.0,1,992.808468
-200.0,1,992.841306
-200.0,1,992.872422
1769.0,265,996.538862
-200.0,1,996.572091
-200.0,1,996.603932
-200.0,1,996.638146
723.45,110,998.172306
-200.0,1,998.203602
-200.0,1,998.237713
-200.0,1,998.274746
-200.0,1,998.307986
-200.0,1,998.340035
-200.0,1,998.368419
299.4,75,999.407038
-200.0,1,999.440731
-200.0,1,999.471034
-200.0,1,999.505223
149.7,139,1001.425189
-200.0,1,1001.458828
-200.0,1,1001.490291
-200.0,1,1001.521119
-200.0,1,1001.552863
1341.95,264,1005.656612
-200.0,1,1005.684722
-200.0,1,1005.715708
-200.0,1,1005.746978
133.5,109,1007.261199
-200.0,1,1007.297344
-200.0,1,1007.327766
-200.0,1,1007.357692
-200.0,1,1007.388944
-204.75,6,1007.481075
549.15,88,1008.705203
-200.0,1,1008.738227
-200.0,1,1008.771306
-200.0,1,1008.802462
-200.0,1,1008.835959
-200.0,1,1008.867563
656.55,96,1010.228666
-200.0,1,1010.261301
-200.0,1,1010.294201
-200.0,1,1010.326386
-200.0,1,1010.357554
235.7,57,1011.147711
-200.0,1,1011.178928
-200.0,1,1011.211464
-200.0,1,1011.242824
-200.5,7,1011.351725
-200.0,1,1011.382206
-200.0,1,1011.414533
-200.0,1,1011.446492
394.6,113,1013.008788
-200.0,1,1013.040671
-200.0,1,1013.071982
-200.0,1,1013.103833
630.55,192,1015.745765
-200.0,1,1015.777629
-200.0,1,1015.809477
-200.0,1,1015.840905
1126.35,182,1018.35418
-200.0,1,1018.386298
-200.0,1,1018.420711
-200.0,1,1018.453903
-192.65,4,1018.523393
-200.0,1,1018.555369
-192.25,14,1018.765368
-200.0,1,1018.797406
-200.0,1,1018.826764
-200.0,1,1018.85731
-201.1,5,1018.93758
-200.0,1,1018.967086
-200.0,1,1018.9984
-200.0,1,1019.029274
1326.85,260,1022.60146
-200.0,1,1022.634555
-200.0,1,1022.666249
-200.0,1,1022.697567
26.6,145,1024.718931
-200.0,1,1024.751074
-200.0,1,1024.786403
-200.0,1,1024.82041
465.45,80,1025.926696
-200.0,1,1025.959822
-200.0,1,1025.992031
-200.0,1,1026.02429
275.75,144,1028.033498
-200.0,1,1028.069465
-200.0,1,1028.101551
-200.0,1,1028.132562
542.85,148,1030.194923
-200.0,1,1030.227346
-200.0,1,1030.262693
-200.0,1,1030.294707
814.4,135,1032.152612
-200.0,1,1032.186323
-200.0,1,1032.221194
-200.0,1,1032.256147
-200.0,1,1032.288686
-200.0,1,1032.320118
-200.0,1,1032.35485
2189.9,437,1038.836877
-200.0,1,1038.869901
-200.0,1,1038.904842
-200.0,1,1038.938882
-200.0,1,1038.98065
-200.0,1,1039.012747
-200.0,1,1039.042678
-200.0,1,1039.072871
1832.75,228,1042.239522
-200.0,1,1042.271165
-200.0,1,1042.304133
-200.0,1,1042.335806
1348.85,260,1045.94219
-200.0,1,1045.974627
-200.0,1,1046.005217
-200.0,1,1046.035994
442.5,75,1047.07591
-200.0,1,1047.107396
-200.0,1,1047.140786
-200.0,1,1047.173391
811.2,145,1049.174301
-200.0,1,1049.205829
-200.0,1,1049.238492
-200.0,1,1049.268762
-200.0,1,1049.299563
691.15,206,1052.140876
-200.0,1,1052.173427
-200.0,1,1052.207731
-200.0,1,1052.237989
2107.95,264,1055.888479
-200.0,1,1055.922269
-200.0,1,1055.956416
-200.0,1,1055.988636
1337.25,242,1059.342743
-200.0,1,1059.375832
-200.0,1,1059.403799
-200.0,1,1059.436061
675.75,170,1061.779344
-200.0,1,1061.81258
-200.0,1,1061.847481
-200.0,1,1061.879092
-200.0,1,1061.909964
867.35,178,1064.379642
-200.0,1,1064.410503
-200.0,1,1064.443123
-200.0,1,1064.476204
1114.9,223,1067.990549
-200.0,1,1068.022964
-200.0,1,1068.056034
-200.0,1,1068.090003
1116.3,201,1070.875913
-200.0,1,1070.907966
-200.0,1,1070.940575
-200.0,1,1070.973911
-184.75,6,1071.071703
547.65,136,1072.978143
-200.0,1,1073.010458
-200.0,1,1073.045013
-200.0,1,1073.075405
475.4,117,1074.703514
-200.0,1,1074.737693
-200.0,1,1074.771426
-200.0,1,1074.804788
-200.0,1,1074.83689
919.95,172,1077.200009
-200.0,1,1077.232625
-200.0,1,1077.26404
-200.0,1,1077.293983
-201.55,2,1077.338916
-200.0,1,1077.36968
-200.0,1,1077.405904
-200.0,1,1077.43775
28.65,82,1078.575688
-200.0,1,1078.608724
-200.0,1,1078.639983
-200.0,1,1078.671619
102.0,51,1079.383366
-200.0,1,1079.416868
-200.0,1,1079.448348
-200.0,1,1079.479785
76.6,83,1080.637134
-200.0,1,1080.670683
-200.0,1,1080.705404
-200.0,1,1080.735906
365.75,62,1081.598865
-200.0,1,1081.632508
-200.0,1,1081.66489
-200.0,1,1081.695664
142.0,103,1083.143264
-200.0,1,1083.182465
-200.0,1,1083.21281
-200.0,1,1083.242524
147.85,98,1084.604336
-200.0,1,1084.638099
-200.0,1,1084.670763
-200.0,1,1084.701522
-200.0,1,1084.73262
783.6,103,1086.144327
-200.0,1,1086.177025
-200.0,1,1086.208968
-200.0,1,1086.24071
-200.0,1,1086.270849
-204.75,6,1086.370126
799.1,189,1088.995213
-200.0,1,1089.027334
-200.0,1,1089.05899
-200.0,1,1089.090943
1583.05,252,1092.552784
-200.0,1,1092.5856
-200.0,1,1092.619941
-200.0,1,1092.65499
-200.0,1,1092.687486
-200.0,1,1092.720972
798.75,118,1094.353751
-200.0,1,1094.390325
-200.0,1,1094.421736
-200.0,1,1094.451068
104.5,57,1095.70398
-200.0,1,1095.736176
-200.0,1,1095.770179
-200.0,1,1095.800875
-82.65,30,1096.218257
-200.0,1,1096.250771
-200.0,1,1096.282969
-200.0,1,1096.31192
1162.85,210,1099.232281
-200.0,1,1099.266378
-200.0,1,1099.298959
-200.0,1,1099.329749
943.4,173,1101.690455
-200.0,1,1101.725098
-200.0,1,1101.757611
-200.0,1,1101.78965
550.65,108,1103.285365
-200.0,1,1103.320153
-200.0,1,1103.354435
-200.0,1,1103.390186
-200.0,1,1103.420589
821.2,221,1106.461152
-200.0,1,1106.493423
-200.0,1,1106.525136
-200.0,1,1106.556546
-200.0,1,1106.58701
300.65,54,1107.343578
-200.0,1,1107.375194
-200.0,1,1107.407685
-200.0,1,1107.437488
-200.0,1,1107.470852
-200.0,1,1107.50696
1052.2,235,1110.732113
-200.0,1,1110.762636
-200.0,1,1110.79295
-200.0,1,1110.823257
939.25,138,1112.738447
-200.0,1,1112.772343
-200.0,1,1112.803154
-200.0,1,1112.836691
611.0,157,1115.020374
-200.0,1,1115.052332
-200.0,1,1115.08723
-200.0,1,1115.120423
420.0,117,1116.740936
-200.0,1,1116.776633
-200.0,1,1116.807002
-200.0,1,1116.835559
-200.0,1,1116.865113
361.25,126,1118.615925
-200.0,1,1118.647251
-200.0,1,1118.67922
-200.0,1,1118.711255
-54.2,89,1119.953632
-200.0,1,1119.985809
-200.0,1,1120.020197
-200.0,1,1120.054322
1214.35,196,1122.754823
-200.0,1,1122.787584
-200.0,1,1122.821751
-200.0,1,1122.853373
-179.3,9,1122.988207
-200.0,1,1123.020919
-200.0,1,1123.05409
-200.0,1,1123.086119
403.3,139,1125.477418
-200.0,1,1125.508777
-200.0,1,1125.540305
-200.0,1,1125.571351
99.3,95,1126.876976
-200.0,1,1126.909074
-200.0,1,1126.941959
-200.0,1,1126.976776
488.75,128,1128.764122
-200.0,1,1128.795944
-200.0,1,1128.827908
-200.0,1,1128.857895
-200.0,1,1128.889775
357.75,176,1131.328596
-200.0,1,1131.360536
-200.0,1,1131.392469
-200.0,1,1131.423074
1292.65,242,1134.762282
-200.0,1,1134.7949
-200.0,1,1134.825634
-200.0,1,1134.855326
-200.0,1,1134.884569
-200.0,1,1134.916516
-201.55,2,1134.960532
-200.0,1,1134.990423
-200.0,1,1135.019655
-174.75,6,1135.114373
-201.55,2,1135.15858
-200.0,1,1135.189444
-200.0,1,1135.21792
-200.0,1,1135.248164
1242.65,312,1139.568885
-200.0,1,1139.604578
-200.0,1,1139.638896
-200.0,1,1139.670307
456.6,109,1141.16653
-200.0,1,1141.199138
-200.0,1,1141.231262
-200.0,1,1141.261363
932.0,155,1143.430443
-200.0,1,1143.461055
-200.0,1,1143.494158
-200.0,1,1143.524858
-200.0,1,1143.555663
1258.5,241,1146.850948
-200.0,1,1146.881448
-200.0,1,1146.912371
-200.0,1,1146.943282
-41.45,72,1147.944874
-200.0,1,1147.976504
-200.0,1,1148.010334
-200.0,1,1148.041475
-82.0,59,1148.876779
-200.0,1,1148.910109
-200.0,1,1148.943129
-200.0,1,1148.976648
148.6,91,1150.244235
-200.0,1,1150.276244
-200.0,1,1150.306893
-200.0,1,1150.337922
-200.0,1,1150.368537
501.85,160,1152.577296
-200.0,1,1152.608698
-200.0,1,1152.639705
-200.0,1,1152.671864
621.45,94,1154.433343
-200.0,1,1154.466743
-200.0,1,1154.495135
-200.0,1,1154.525384
3008.9,735,1164.634677
-200.0,1,1164.664376
-200.0,1,1164.693967
-200.0,1,1164.723273
-200.0,1,1164.753428
-15.8,63,1165.640232
-200.0,1,1165.672498
-200.0,1,1165.705187
-200.0,1,1165.73803
-199.55,6,1165.836277
-49.5,27,1166.210897
-200.0,1,1166.244047
-200.0,1,1166.276295
-200.0,1,1166.308688
1308.75,268,1170.029852
-200.0,1,1170.06047
-200.0,1,1170.093352
-200.0,1,1170.125034
1986.1,315,1174.494326
-200.0,1,1174.525986
-200.0,1,1174.560244
-200.0,1,1174.59152
-181.1,5,1174.681538
-201.55,2,1174.722939
-200.0,1,1174.755412
-200.0,1,1174.786434
-200.0,1,1174.816583
949.8,225,1177.937713
-200.0,1,1177.970801
-200.0,1,1178.003852
-200.0,1,1178.038007
2624.9,373,1183.646341
-200.0,1,1183.676183
-200.0,1,1183.707009
-200.0,1,1183.739909
-200.0,1,1183.768437
722.1,175,1186.160224
-200.0,1,1186.193195
-200.0,1,1186.224734
-200.0,1,1186.255843
-200.0,1,1186.286628
1530.1,259,1189.901284
-200.0,1,1189.932335
-200.0,1,1189.96466
-200.0,1,1189.994688
611.5,183,1192.472315
-200.0,1,1192.50392
-200.0,1,1192.534243
-200.0,1,1192.566922
969.8,221,1195.620439
-200.0,1,1195.656611
-200.0,1,1195.690545
-200.0,1,1195.722219
-200.0,1,1195.755887
177.95,52,1196.476342
-200.0,1,1196.508967
-200.0,1,1196.541303
-200.0,1,1196.572549
-200.0,1,1196.604614
103.85,62,1197.478585
-200.0,1,1197.513486
-200.0,1,1197.545608
-200.0,1,1197.575727
-200.0,1,1197.6057
865.05,216,1200.583288
-200.0,1,1200.61661
-200.0,1,1200.648471
-200.0,1,1200.678031
3722.5,527,1207.922957
-200.0,1,1207.956001
-200.0,1,1207.987591
-200.0,1,1208.019662
337.25,140,1209.960825
-200.0,1,1209.992281
-200.0,1,1210.024078
-200.0,1,1210.055803
373.65,88,1211.267534
-200.0,1,1211.303459
-200.0,1,1211.339536
-200.0,1,1211.370594
108.65,44,1211.993627
-200.0,1,1212.02611
-200.0,1,1212.057991
-200.0,1,1212.08973
-67.55,40,1213.129104
-200.0,1,1213.159646
-200.0,1,1213.191514
-200.0,1,1213.220876
580.8,149,1215.256994
-200.0,1,1215.289718
-200.0,1,1215.322609
-200.0,1,1215.353226
-200.0,1,1215.383045
289.65,56,1216.166289
-200.0,1,1216.198682
-200.0,1,1216.229367
-200.0,1,1216.260703
-70.1,41,1216.835629
-200.0,1,1216.872673
-200.0,1,1216.906184
-200.0,1,1216.936981
498.55,96,1218.268123
-200.0,1,1218.297845
-200.0,1,1218.332767
-200.0,1,1218.365108
476.75,146,1220.400031
-200.0,1,1220.432566
-200.0,1,1220.46413
-200.0,1,1220.49531
1088.05,330,1225.034603
-200.0,1,1225.068323
-200.0,1,1225.102584
-200.0,1,1225.13271
282.85,78,1226.203451
-200.0,1,1226.237433
-200.0,1,1226.270904
-200.0,1,1226.304729
-200.0,1,1226.335759
785.65,140,1228.256831
